index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
4311,94,73,0,0,7.5,30.0,0,0,12.75
4312,7,3,0,5,35,30,0,100,36.0
4313,25,14,1,0,93.75,95.56,100,0,81.57
4314,36,27,0,2,80.0,81.11,0,40,58.39
4315,99,5,0,2,1.25,50,0,40,23.88
4316,19,9,1,1,95,90,100,20,83.0
4317,16,1,1,1,80,10,100,20,50.5
4318,2,1,0,5,10,10,0,100,21.5
4319,31,15,1,2,86.25,94.44,100,40,84.93
4320,3,3,1,0,15,30,100,0,35.0
4321,94,89,0,1,7.5,12.22,0,20,9.53
4322,9,7,1,0,45,70,100,0,58.0
4323,5,4,1,3,25,40,100,60,50.5
4324,53,12,0,4,58.75,97.78,0,80,63.85
4325,6,6,0,2,30,60,0,40,36.0
4326,91,37,1,1,11.25,70.0,100,20,50.88
4327,35,2,1,1,81.25,20,100,20,54.38
4328,31,23,1,0,86.25,85.56,100,0,75.82
4329,84,6,1,4,20.0,60,100,80,59.0
4330,90,63,0,5,12.5,41.11,0,100,33.14
4331,96,7,1,2,5.0,70,100,40,52.0
4332,12,10,1,3,60,100,100,60,82.0
4333,61,35,0,2,48.75,72.22,0,40,45.9
4334,85,48,0,2,18.75,57.78,0,40,31.85
4335,95,82,1,3,6.25,20.0,100,60,37.88
4336,23,19,1,2,96.25,90.0,100,40,86.38
4337,60,23,1,1,50.0,85.56,100,20,67.95
4338,87,64,1,2,16.25,40.0,100,40,44.88
4339,56,6,1,1,55.0,60,100,20,60.5
4340,43,23,1,3,71.25,85.56,100,60,80.32
4341,97,70,0,0,3.75,33.33,0,0,12.79
4342,44,33,0,4,70.0,74.44,0,80,59.05
4343,44,35,0,4,70.0,72.22,0,80,58.28
4344,18,7,1,0,90,70,100,0,71.5
4345,54,8,0,4,57.5,80,0,80,57.25
4346,14,10,0,2,70,100,0,40,62.0
4347,71,22,0,5,36.25,86.67,0,100,56.21
4348,91,43,1,0,11.25,63.33,100,0,45.54
4349,42,24,1,4,72.5,84.44,100,80,83.3
4350,85,51,0,4,18.75,54.44,0,80,36.68
4351,45,27,0,1,68.75,81.11,0,20,52.01
4352,82,59,0,5,22.5,45.56,0,100,37.7
4353,97,25,0,4,3.75,83.33,0,80,42.29
4354,14,8,0,0,70,80,0,0,49.0
4355,89,40,0,3,13.75,66.67,0,60,36.46
4356,39,14,0,1,76.25,95.56,0,20,59.32
4357,4,1,0,2,20,10,0,40,15.5
4358,16,7,0,5,80,70,0,100,63.5
4359,10,2,1,3,50,20,100,60,51.0
4360,16,14,1,5,80,95.56,100,100,92.45
4361,52,1,1,2,60.0,10,100,40,47.5
4362,50,24,0,2,62.5,84.44,0,40,54.3
4363,55,40,1,5,56.25,66.67,100,100,75.21
4364,79,76,0,5,26.25,26.67,0,100,32.21
4365,63,63,0,3,46.25,41.11,0,60,37.26
4366,41,23,0,2,73.75,85.56,0,40,58.07
4367,90,61,1,4,12.5,43.33,100,80,50.92
4368,99,13,1,5,1.25,96.67,100,100,69.21
4369,76,45,1,0,30.0,61.11,100,0,50.39
4370,49,3,1,0,63.75,30,100,0,49.62
4371,61,17,0,0,48.75,92.22,0,0,46.9
4372,32,7,1,3,85.0,70,100,60,79.0
4373,96,44,0,4,5.0,62.22,0,80,35.28
4374,61,3,1,2,48.75,30,100,40,51.12
4375,71,58,0,4,36.25,46.67,0,80,39.21
4376,53,7,0,5,58.75,70,0,100,57.12
4377,17,1,1,0,85,10,100,0,49.0
4378,65,24,1,2,43.75,84.44,100,40,68.68
4379,90,73,1,4,12.5,30.0,100,80,46.25
4380,84,7,1,4,20.0,70,100,80,62.5
4381,16,16,0,3,80,93.33,0,60,65.67
4382,38,11,0,2,77.5,98.89,0,40,63.86
4383,77,43,1,0,28.75,63.33,100,0,50.79
4384,88,20,0,1,15.0,88.89,0,20,38.61
4385,62,32,0,0,47.5,75.56,0,0,40.7
4386,50,50,0,3,62.5,55.56,0,60,47.2
4387,6,3,0,1,30,30,0,20,22.5
4388,44,44,1,1,70.0,62.22,100,20,65.78
4389,92,57,0,0,10.0,47.78,0,0,19.72
4390,22,5,0,5,97.5,50,0,100,61.75
4391,78,73,0,3,27.5,30.0,0,60,27.75
4392,64,47,1,0,45.0,58.89,100,0,54.11
4393,91,68,1,5,11.25,35.56,100,100,50.82
4394,70,14,1,3,37.5,95.56,100,60,73.7
4395,5,3,1,4,25,30,100,80,50.0
4396,90,55,0,0,12.5,50.0,0,0,21.25
4397,12,5,1,3,60,50,100,60,64.5
4398,52,33,0,1,60.0,74.44,0,20,47.05
4399,16,1,0,0,80,10,0,0,27.5
4400,74,24,0,3,32.5,84.44,0,60,48.3
4401,85,70,1,4,18.75,33.33,100,80,49.29
4402,34,31,0,5,82.5,76.67,0,100,66.58
4403,24,19,1,0,95.0,90.0,100,0,80.0
4404,72,6,0,1,35.0,60,0,20,34.5
4405,19,10,0,5,95,100,0,100,78.5
4406,90,51,0,2,12.5,54.44,0,40,28.8
4407,8,1,0,4,40,10,0,80,27.5
4408,86,35,0,2,17.5,72.22,0,40,36.53
4409,18,11,0,3,90,98.89,0,60,70.61
4410,28,7,1,3,90.0,70,100,60,80.5
4411,62,14,0,1,47.5,95.56,0,20,50.7
4412,50,36,0,1,62.5,71.11,0,20,46.64
4413,86,17,0,0,17.5,92.22,0,0,37.53
4414,62,33,0,4,47.5,74.44,0,80,52.3
4415,22,8,1,5,97.5,80,100,100,92.25
4416,47,15,1,3,66.25,94.44,100,60,81.93
4417,8,7,0,2,40,70,0,40,42.5
4418,100,51,0,1,0.0,54.44,0,20,22.05
4419,86,48,1,3,17.5,57.78,100,60,54.47
4420,78,29,0,3,27.5,78.89,0,60,44.86
4421,79,66,1,5,26.25,37.78,100,100,56.1
4422,97,82,0,1,3.75,20.0,0,20,11.12
4423,77,67,1,3,28.75,36.67,100,60,50.46
4424,99,10,1,4,1.25,100,100,80,67.38
4425,4,4,0,4,20,40,0,80,32.0
4426,11,3,0,2,55,30,0,40,33.0
4427,36,26,1,3,80.0,82.22,100,60,81.78
4428,84,44,1,4,20.0,62.22,100,80,59.78
4429,78,42,1,3,27.5,64.44,100,60,59.8
4430,66,63,1,5,42.5,41.11,100,100,62.14
4431,76,72,0,3,30.0,31.11,0,60,28.89
4432,44,6,1,2,70.0,60,100,40,68.0
4433,69,67,0,2,38.75,36.67,0,40,30.46
4434,81,35,1,2,23.75,72.22,100,40,58.4
4435,77,66,0,2,28.75,37.78,0,40,27.85
4436,42,16,0,2,72.5,93.33,0,40,60.42
4437,40,13,1,4,75.0,96.67,100,80,88.33
4438,87,53,1,2,16.25,52.22,100,40,49.15
4439,77,55,0,4,28.75,50.0,0,80,38.12
4440,18,10,0,5,90,100,0,100,77.0
4441,88,47,1,1,15.0,58.89,100,20,48.11
4442,60,38,0,0,50.0,68.89,0,0,39.11
4443,93,93,1,5,8.75,7.78,100,100,40.35
4444,32,14,1,1,85.0,95.56,100,20,81.95
4445,83,64,1,1,21.25,40.0,100,20,43.38
4446,51,31,1,4,61.25,76.67,100,80,77.21
4447,59,35,1,1,51.25,72.22,100,20,63.65
4448,33,5,1,0,83.75,50,100,0,62.62
4449,49,36,1,0,63.75,71.11,100,0,64.01
4450,9,4,1,3,45,40,100,60,56.5
4451,59,36,1,4,51.25,71.11,100,80,72.26
4452,73,54,0,2,33.75,51.11,0,40,34.01
4453,7,4,1,4,35,40,100,80,56.5
4454,14,8,1,3,70,80,100,60,78.0
4455,41,8,0,1,73.75,80,0,20,53.12
4456,16,12,0,0,80,97.78,0,0,58.22
4457,9,5,0,4,45,50,0,80,43.0
4458,69,35,0,0,38.75,72.22,0,0,36.9
4459,96,88,1,1,5.0,13.33,100,20,29.17
4460,6,6,0,0,30,60,0,0,30.0
4461,15,6,1,2,75,60,100,40,69.5
4462,56,16,0,1,55.0,93.33,0,20,52.17
4463,80,78,1,4,25.0,24.44,100,80,48.05
4464,46,16,0,0,67.5,93.33,0,0,52.92
4465,71,41,0,1,36.25,65.56,0,20,36.82
4466,50,14,0,1,62.5,95.56,0,20,55.2
4467,12,10,1,3,60,100,100,60,82.0
4468,16,4,0,3,80,40,0,60,47.0
4469,29,8,1,4,88.75,80,100,80,86.62
4470,22,6,0,2,97.5,60,0,40,56.25
4471,14,1,0,5,70,10,0,100,39.5
4472,40,28,1,3,75.0,80.0,100,60,79.5
4473,28,8,0,0,90.0,80,0,0,55.0
4474,53,46,1,3,58.75,60.0,100,60,67.62
4475,20,13,1,0,100,96.67,100,0,83.83
4476,70,35,0,5,37.5,72.22,0,100,51.53
4477,63,28,1,2,46.25,80.0,100,40,67.88
4478,3,2,1,3,15,20,100,60,40.5
4479,78,27,1,1,27.5,81.11,100,20,59.64
4480,91,10,1,1,11.25,100,100,20,61.38
4481,52,14,0,2,60.0,95.56,0,40,57.45
4482,46,26,1,1,67.5,82.22,100,20,72.03
4483,92,38,0,3,10.0,68.89,0,60,36.11
4484,77,61,0,5,28.75,43.33,0,100,38.79
4485,73,32,0,3,33.75,75.56,0,60,45.57
4486,92,3,1,4,10.0,30,100,80,45.5
4487,45,24,1,0,68.75,84.44,100,0,70.18
4488,63,28,1,3,46.25,80.0,100,60,70.88
4489,12,7,1,2,60,70,100,40,68.5
4490,30,9,1,2,87.5,90,100,40,83.75
4491,62,11,0,1,47.5,98.89,0,20,51.86
4492,75,67,0,0,31.25,36.67,0,0,22.21
4493,49,24,0,1,63.75,84.44,0,20,51.68
4494,12,12,0,0,60,97.78,0,0,52.22
4495,79,71,0,2,26.25,32.22,0,40,25.15
4496,11,9,1,3,55,90,100,60,77.0
4497,20,10,0,3,100,100,0,60,74.0
4498,36,12,0,3,80.0,97.78,0,60,67.22
4499,40,11,0,1,75.0,98.89,0,20,60.11
4500,12,10,0,4,60,100,0,80,65.0
4501,84,23,1,4,20.0,85.56,100,80,67.95
4502,61,61,1,1,48.75,43.33,100,20,52.79
4503,31,1,0,4,86.25,10,0,80,41.38
4504,92,10,0,0,10.0,100,0,0,38.0
4505,35,12,0,3,81.25,97.78,0,60,67.6
4506,71,48,0,1,36.25,57.78,0,20,34.1
4507,69,24,0,0,38.75,84.44,0,0,41.18
4508,42,11,1,4,72.5,98.89,100,80,88.36
4509,3,3,0,3,15,30,0,60,24.0
4510,18,6,0,3,90,60,0,60,57.0
4511,20,5,0,4,100,50,0,80,59.5
4512,48,37,1,3,65.0,70.0,100,60,73.0
4513,32,30,0,5,85.0,77.78,0,100,67.72
4514,15,12,0,1,75,97.78,0,20,59.72
4515,82,78,0,0,22.5,24.44,0,0,15.3
4516,49,9,0,2,63.75,90,0,40,56.62
4517,59,34,1,5,51.25,73.33,100,100,76.04
4518,97,51,1,4,3.75,54.44,100,80,52.18
4519,60,42,1,4,50.0,64.44,100,80,69.55
4520,74,52,1,4,32.5,53.33,100,80,60.42
4521,53,11,1,1,58.75,98.89,100,20,75.24
4522,5,2,0,4,25,20,0,80,26.5
4523,48,20,0,4,65.0,88.89,0,80,62.61
4524,53,25,1,2,58.75,83.33,100,40,72.79
4525,48,2,1,3,65.0,20,100,60,55.5
4526,26,25,0,1,92.5,83.33,0,20,59.92
4527,56,50,0,3,55.0,55.56,0,60,44.95
4528,76,18,1,3,30.0,91.11,100,60,69.89
4529,32,10,0,1,85.0,100,0,20,63.5
4530,57,17,1,3,53.75,92.22,100,60,77.4
4531,60,46,1,2,50.0,60.0,100,40,62.0
4532,27,15,0,3,91.25,94.44,0,60,69.43
4533,7,2,0,5,35,20,0,100,32.5
4534,13,5,1,0,65,50,100,0,57.0
4535,45,30,1,5,68.75,77.78,100,100,82.85
4536,56,5,1,2,55.0,50,100,40,60.0
4537,66,62,0,3,42.5,42.22,0,60,36.53
4538,9,6,1,1,45,60,100,20,57.5
4539,40,33,0,0,75.0,74.44,0,0,48.55
4540,13,3,1,0,65,30,100,0,50.0
4541,4,2,1,0,20,20,100,0,33.0
4542,58,26,1,4,52.5,82.22,100,80,76.53
4543,59,23,1,2,51.25,85.56,100,40,71.32
4544,48,4,0,3,65.0,40,0,60,42.5
4545,98,63,1,4,2.5,41.11,100,80,47.14
4546,5,5,0,1,25,50,0,20,28.0
4547,49,22,1,5,63.75,86.67,100,100,84.46
4548,93,82,1,1,8.75,20.0,100,20,32.62
4549,19,7,0,4,95,70,0,80,65.0
4550,50,18,1,1,62.5,91.11,100,20,73.64
4551,6,1,1,0,30,10,100,0,32.5
4552,18,7,1,4,90,70,100,80,83.5
4553,25,14,0,3,93.75,95.56,0,60,70.57
4554,71,33,0,0,36.25,74.44,0,0,36.93
4555,9,3,0,2,45,30,0,40,30.0
4556,94,62,0,1,7.5,42.22,0,20,20.03
4557,60,59,0,5,50.0,45.56,0,100,45.95
4558,64,15,0,5,45.0,94.44,0,100,61.55
4559,59,52,1,4,51.25,53.33,100,80,66.04
4560,94,48,1,2,7.5,57.78,100,40,48.47
4561,74,72,1,5,32.5,31.11,100,100,55.64
4562,86,42,0,5,17.5,64.44,0,100,42.8
4563,88,76,1,4,15.0,26.67,100,80,45.83
4564,100,32,0,0,0.0,75.56,0,0,26.45
4565,56,31,1,2,55.0,76.67,100,40,69.33
4566,66,39,1,5,42.5,67.78,100,100,71.47
4567,52,4,1,2,60.0,40,100,40,58.0
4568,14,14,0,4,70,95.56,0,80,66.45
4569,29,28,0,1,88.75,80.0,0,20,57.62
4570,60,58,0,0,50.0,46.67,0,0,31.33
4571,90,70,1,3,12.5,33.33,100,60,44.42
4572,96,52,1,4,5.0,53.33,100,80,52.17
4573,43,20,0,1,71.25,88.89,0,20,55.49
4574,21,20,1,5,98.75,88.89,100,100,95.74
4575,9,6,0,3,45,60,0,60,43.5
4576,52,28,0,3,60.0,80.0,0,60,55.0
4577,61,2,1,2,48.75,20,100,40,47.62
4578,16,10,0,3,80,100,0,60,68.0
4579,63,60,1,4,46.25,44.44,100,80,61.43
4580,28,13,1,1,90.0,96.67,100,20,83.83
4581,37,16,0,2,78.75,93.33,0,40,62.29
4582,21,20,1,4,98.75,88.89,100,80,92.74
4583,49,6,0,0,63.75,60,0,0,40.12
4584,11,1,0,4,55,10,0,80,32.0
4585,55,32,0,5,56.25,75.56,0,100,58.32
4586,83,20,0,0,21.25,88.89,0,0,37.49
4587,61,12,0,1,48.75,97.78,0,20,51.85
4588,38,24,1,5,77.5,84.44,100,100,87.8
4589,74,12,0,1,32.5,97.78,0,20,46.97
4590,40,22,0,0,75.0,86.67,0,0,52.83
4591,75,11,0,4,31.25,98.89,0,80,55.99
4592,1,1,0,3,5,10,0,60,14.0
4593,63,7,1,4,46.25,70,100,80,70.38
4594,38,34,0,4,77.5,73.33,0,80,60.92
4595,37,9,0,3,78.75,90,0,60,64.12
4596,78,34,0,5,27.5,73.33,0,100,48.92
4597,100,90,0,3,0.0,11.11,0,60,12.89
4598,78,29,1,0,27.5,78.89,100,0,55.86
4599,51,22,0,5,61.25,86.67,0,100,63.71
4600,61,52,1,2,48.75,53.33,100,40,59.29
4601,66,40,1,5,42.5,66.67,100,100,71.08
4602,91,52,1,1,11.25,53.33,100,20,45.04
4603,40,21,0,1,75.0,87.78,0,20,56.22
4604,60,10,0,0,50.0,100,0,0,50.0
4605,11,1,0,1,55,10,0,20,23.0
4606,14,8,0,1,70,80,0,20,52.0
4607,93,10,1,2,8.75,100,100,40,63.62
4608,89,41,0,5,13.75,65.56,0,100,42.07
4609,62,28,1,0,47.5,80.0,100,0,62.25
4610,83,71,1,5,21.25,32.22,100,100,52.65
4611,27,16,0,2,91.25,93.33,0,40,66.04
4612,21,13,0,2,98.75,96.67,0,40,69.46
4613,9,1,0,2,45,10,0,40,23.0
4614,50,12,1,3,62.5,97.78,100,60,81.97
4615,85,51,1,3,18.75,54.44,100,60,53.68
4616,18,11,1,5,90,98.89,100,100,96.61
4617,41,37,0,0,73.75,70.0,0,0,46.62
4618,22,9,1,0,97.5,90,100,0,80.75
4619,63,57,1,1,46.25,47.78,100,20,53.6
4620,6,2,0,4,30,20,0,80,28.0
4621,78,64,1,1,27.5,40.0,100,20,45.25
4622,93,24,1,0,8.75,84.44,100,0,52.18
4623,99,2,1,5,1.25,20,100,100,42.38
4624,44,40,1,2,70.0,66.67,100,40,70.33
4625,1,1,1,4,5,10,100,80,37.0
4626,26,7,0,2,92.5,70,0,40,58.25
4627,88,85,1,4,15.0,16.67,100,80,42.33
4628,51,34,0,3,61.25,73.33,0,60,53.04
4629,99,94,0,3,1.25,6.67,0,60,11.71
4630,93,76,1,4,8.75,26.67,100,80,43.96
4631,97,59,0,2,3.75,45.56,0,40,23.07
4632,43,2,1,4,71.25,20,100,80,60.38
4633,81,9,1,3,23.75,90,100,60,67.62
4634,60,59,0,2,50.0,45.56,0,40,36.95
4635,76,29,1,2,30.0,78.89,100,40,62.61
4636,39,3,0,5,76.25,30,0,100,48.38
4637,75,33,1,2,31.25,74.44,100,40,61.43
4638,1,1,0,1,5,10,0,20,8.0
4639,58,16,1,0,52.5,93.33,100,0,68.42
4640,56,4,0,2,55.0,40,0,40,36.5
4641,69,54,0,4,38.75,51.11,0,80,41.51
4642,94,82,1,4,7.5,20.0,100,80,41.25
4643,85,7,1,4,18.75,70,100,80,62.12
4644,28,18,1,0,90.0,91.11,100,0,78.89
4645,31,30,1,4,86.25,77.78,100,80,85.1
4646,93,43,0,4,8.75,63.33,0,80,36.79
4647,84,26,0,5,20.0,82.22,0,100,49.78
4648,55,6,1,5,56.25,60,100,100,72.88
4649,32,31,0,0,85.0,76.67,0,0,52.33
4650,17,9,0,5,85,90,0,100,72.0
4651,38,17,1,1,77.5,92.22,100,20,78.53
4652,55,14,0,2,56.25,95.56,0,40,56.32
4653,13,13,1,2,65,96.67,100,40,79.33
4654,70,9,0,1,37.5,90,0,20,45.75
4655,16,1,0,0,80,10,0,0,27.5
4656,100,99,1,1,0.0,1.11,100,20,23.39
4657,15,13,1,2,75,96.67,100,40,82.33
4658,16,15,0,3,80,94.44,0,60,66.05
4659,86,79,1,0,17.5,23.33,100,0,33.42
4660,46,6,1,1,67.5,60,100,20,64.25
4661,50,13,1,5,62.5,96.67,100,100,87.58
4662,3,3,0,0,15,30,0,0,15.0
4663,21,5,1,1,98.75,50,100,20,70.12
4664,67,25,1,5,41.25,83.33,100,100,76.54
4665,45,2,1,3,68.75,20,100,60,56.62
4666,97,56,0,4,3.75,48.89,0,80,30.24
4667,100,52,0,1,0.0,53.33,0,20,21.67
4668,25,20,1,4,93.75,88.89,100,80,91.24
4669,96,90,0,5,5.0,11.11,0,100,20.39
4670,30,27,1,4,87.5,81.11,100,80,86.64
4671,99,59,1,2,1.25,45.56,100,40,42.32
4672,83,48,0,0,21.25,57.78,0,0,26.6
4673,5,4,0,0,25,40,0,0,21.5
4674,74,46,0,5,32.5,60.0,0,100,45.75
4675,48,42,1,3,65.0,64.44,100,60,71.05
4676,96,1,1,3,5.0,10,100,60,34.0
4677,11,3,0,4,55,30,0,80,39.0
4678,67,15,0,3,41.25,94.44,0,60,54.43
4679,64,44,0,4,45.0,62.22,0,80,47.28
4680,5,3,0,2,25,30,0,40,24.0
4681,69,55,1,0,38.75,50.0,100,0,49.12
4682,14,1,1,5,70,10,100,100,59.5
4683,18,9,1,1,90,90,100,20,81.5
4684,36,22,1,0,80.0,86.67,100,0,74.33
4685,68,47,0,3,40.0,58.89,0,60,41.61
4686,40,20,1,0,75.0,88.89,100,0,73.61
4687,4,3,1,1,20,30,100,20,39.5
4688,92,12,0,4,10.0,97.78,0,80,49.22
4689,78,77,0,2,27.5,25.56,0,40,23.2
4690,15,2,1,2,75,20,100,40,55.5
4691,41,8,0,4,73.75,80,0,80,62.12
4692,28,19,0,1,90.0,90.0,0,20,61.5
4693,7,3,1,4,35,30,100,80,53.0
4694,97,70,0,5,3.75,33.33,0,100,27.79
4695,71,70,1,4,36.25,33.33,100,80,54.54
4696,85,39,0,3,18.75,67.78,0,60,38.35
4697,97,6,1,3,3.75,60,100,60,51.12
4698,12,11,1,2,60,98.89,100,40,78.61
4699,95,7,0,0,6.25,70,0,0,26.38
4700,13,10,0,0,65,100,0,0,54.5
4701,62,3,1,2,47.5,30,100,40,50.75
4702,52,35,0,2,60.0,72.22,0,40,49.28
4703,21,19,0,0,98.75,90.0,0,0,61.12
4704,43,11,0,5,71.25,98.89,0,100,70.99
4705,73,14,0,3,33.75,95.56,0,60,52.57
4706,28,24,0,1,90.0,84.44,0,20,59.55
4707,95,88,0,3,6.25,13.33,0,60,15.54
4708,1,1,0,3,5,10,0,60,14.0
4709,71,31,0,3,36.25,76.67,0,60,46.71
4710,28,20,1,1,90.0,88.89,100,20,81.11
4711,68,38,1,1,40.0,68.89,100,20,59.11
4712,52,38,1,4,60.0,68.89,100,80,74.11
4713,37,18,0,4,78.75,91.11,0,80,67.51
4714,16,14,1,5,80,95.56,100,100,92.45
4715,78,64,0,0,27.5,40.0,0,0,22.25
4716,52,38,0,5,60.0,68.89,0,100,57.11
4717,33,9,0,5,83.75,90,0,100,71.62
4718,75,16,0,1,31.25,93.33,0,20,45.04
4719,92,6,0,1,10.0,60,0,20,27.0
4720,96,6,0,5,5.0,60,0,100,37.5
4721,51,9,0,2,61.25,90,0,40,55.88
4722,15,10,0,5,75,100,0,100,72.5
4723,27,23,0,5,91.25,85.56,0,100,72.32
4724,2,2,0,2,10,20,0,40,16.0
4725,27,15,0,1,91.25,94.44,0,20,63.43
4726,93,83,0,2,8.75,18.89,0,40,15.24
4727,42,27,1,5,72.5,81.11,100,100,85.14
4728,67,36,1,5,41.25,71.11,100,100,72.26
4729,26,21,0,1,92.5,87.78,0,20,61.47
4730,50,23,0,5,62.5,85.56,0,100,63.7
4731,85,32,1,3,18.75,75.56,100,60,61.07
4732,36,28,0,2,80.0,80.0,0,40,58.0
4733,1,1,1,1,5,10,100,20,28.0
4734,8,1,1,4,40,10,100,80,47.5
4735,38,14,1,0,77.5,95.56,100,0,76.7
4736,37,10,1,2,78.75,100,100,40,84.62
4737,23,14,0,3,96.25,95.56,0,60,71.32
4738,98,68,0,4,2.5,35.56,0,80,25.2
4739,59,23,1,5,51.25,85.56,100,100,80.32
4740,29,15,0,5,88.75,94.44,0,100,74.68
4741,36,31,1,2,80.0,76.67,100,40,76.83
4742,21,16,0,3,98.75,93.33,0,60,71.29
4743,18,1,0,5,90,10,0,100,45.5
4744,63,25,0,4,46.25,83.33,0,80,55.04
4745,66,19,0,2,42.5,90.0,0,40,50.25
4746,93,48,1,5,8.75,57.78,100,100,57.85
4747,13,5,1,5,65,50,100,100,72.0
4748,52,2,0,4,60.0,20,0,80,37.0
4749,14,4,1,2,70,40,100,40,61.0
4750,32,12,1,4,85.0,97.78,100,80,91.72
4751,1,1,0,2,5,10,0,40,11.0
4752,99,89,1,4,1.25,12.22,100,80,36.65
4753,44,1,1,1,70.0,10,100,20,47.5
4754,24,4,1,5,95.0,40,100,100,77.5
4755,98,55,1,5,2.5,50.0,100,100,53.25
4756,35,13,1,5,81.25,96.67,100,100,93.21
4757,78,73,1,0,27.5,30.0,100,0,38.75
4758,49,31,0,1,63.75,76.67,0,20,48.96
4759,42,3,1,2,72.5,30,100,40,58.25
4760,61,49,0,4,48.75,56.67,0,80,46.46
4761,43,32,0,3,71.25,75.56,0,60,56.82
4762,72,3,0,0,35.0,30,0,0,21.0
4763,73,18,0,3,33.75,91.11,0,60,51.01
4764,6,2,1,3,30,20,100,60,45.0
4765,69,10,0,5,38.75,100,0,100,61.62
4766,71,57,0,1,36.25,47.78,0,20,30.6
4767,95,28,0,2,6.25,80.0,0,40,35.88
4768,13,1,1,0,65,10,100,0,43.0
4769,76,53,0,2,30.0,52.22,0,40,33.28
4770,83,76,1,1,21.25,26.67,100,20,38.71
4771,12,6,0,4,60,60,0,80,51.0
4772,16,3,1,4,80,30,100,80,66.5
4773,69,31,0,3,38.75,76.67,0,60,47.46
4774,89,36,0,5,13.75,71.11,0,100,44.01
4775,97,90,0,3,3.75,11.11,0,60,14.01
4776,28,26,1,2,90.0,82.22,100,40,81.78
4777,13,2,0,4,65,20,0,80,38.5
4778,36,1,1,5,80.0,10,100,100,62.5
4779,45,23,1,4,68.75,85.56,100,80,82.57
4780,90,22,0,5,12.5,86.67,0,100,49.08
4781,13,11,0,5,65,98.89,0,100,69.11
4782,36,13,0,1,80.0,96.67,0,20,60.83
4783,30,24,0,5,87.5,84.44,0,100,70.8
4784,23,7,0,1,96.25,70,0,20,56.38
4785,17,10,1,0,85,100,100,0,80.5
4786,85,58,0,4,18.75,46.67,0,80,33.96
4787,18,2,0,5,90,20,0,100,49.0
4788,93,27,1,5,8.75,81.11,100,100,66.01
4789,97,39,1,1,3.75,67.78,100,20,47.85
4790,89,9,0,3,13.75,90,0,60,44.62
4791,49,1,0,2,63.75,10,0,40,28.62
4792,5,5,0,5,25,50,0,100,40.0
4793,54,7,0,1,57.5,70,0,20,44.75
4794,28,3,0,3,90.0,30,0,60,46.5
4795,14,7,0,5,70,70,0,100,60.5
4796,22,9,1,3,97.5,90,100,60,89.75
4797,21,20,0,3,98.75,88.89,0,60,69.74
4798,55,12,1,2,56.25,97.78,100,40,77.1
4799,41,17,0,5,73.75,92.22,0,100,69.4
4800,99,3,0,3,1.25,30,0,60,19.88
4801,38,25,1,0,77.5,83.33,100,0,72.42
4802,75,15,0,0,31.25,94.44,0,0,42.43
4803,30,24,0,4,87.5,84.44,0,80,67.8
4804,62,26,0,0,47.5,82.22,0,0,43.03
4805,67,24,0,1,41.25,84.44,0,20,44.93
4806,31,30,0,4,86.25,77.78,0,80,65.1
4807,78,70,0,1,27.5,33.33,0,20,22.92
4808,69,11,1,4,38.75,98.89,100,80,78.24
4809,69,12,1,2,38.75,97.78,100,40,71.85
4810,43,36,0,1,71.25,71.11,0,20,49.26
4811,6,4,1,1,30,40,100,20,46.0
4812,18,8,0,4,90,80,0,80,67.0
4813,19,15,0,3,95,94.44,0,60,70.55
4814,93,82,0,5,8.75,20.0,0,100,24.62
4815,98,42,1,1,2.5,64.44,100,20,46.3
4816,88,36,1,0,15.0,71.11,100,0,49.39
4817,5,1,0,5,25,10,0,100,26.0
4818,89,4,0,0,13.75,40,0,0,18.12
4819,42,11,0,0,72.5,98.89,0,0,56.36
4820,89,25,1,0,13.75,83.33,100,0,53.29
4821,57,51,1,0,53.75,54.44,100,0,55.18
4822,81,78,0,5,23.75,24.44,0,100,30.68
4823,20,12,1,3,100,97.78,100,60,93.22
4824,87,15,1,2,16.25,94.44,100,40,63.93
4825,34,11,0,4,82.5,98.89,0,80,71.36
4826,19,19,1,2,95,90.0,100,40,86.0
4827,63,34,0,1,46.25,73.33,0,20,42.54
4828,23,10,0,2,96.25,100,0,40,69.88
4829,49,31,0,4,63.75,76.67,0,80,57.96
4830,56,30,0,0,55.0,77.78,0,0,43.72
4831,77,7,0,5,28.75,70,0,100,48.12
4832,34,16,1,2,82.5,93.33,100,40,83.42
4833,82,44,0,2,22.5,62.22,0,40,34.53
4834,93,67,1,4,8.75,36.67,100,80,47.46
4835,20,13,1,4,100,96.67,100,80,95.83
4836,16,8,1,1,80,80,100,20,75.0
4837,35,33,0,2,81.25,74.44,0,40,56.43
4838,48,43,0,2,65.0,63.33,0,40,47.67
4839,40,11,1,5,75.0,98.89,100,100,92.11
4840,6,5,0,5,30,50,0,100,41.5
4841,61,4,1,1,48.75,40,100,20,51.62
4842,31,14,1,4,86.25,95.56,100,80,91.32
4843,46,2,0,1,67.5,20,0,20,30.25
4844,9,1,1,0,45,10,100,0,37.0
4845,16,13,1,4,80,96.67,100,80,89.83
4846,16,1,1,5,80,10,100,100,62.5
4847,94,34,0,4,7.5,73.33,0,80,39.92
4848,61,32,0,4,48.75,75.56,0,80,53.07
4849,25,13,0,4,93.75,96.67,0,80,73.96
